name,location_name,category_name,address,city,state,zip_code,violations,current_demerits,inspection_demerits,current_score,inspection_score,current_grade,inspection_grade,business_id,neighborhood,rating,review_count,accepts_insurance,ages_allowed,alcohol,ambience,byob,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,byappointmentonly,caters,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,hair_specializes_in,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_counter_service,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi,accepts_apple_pay,accepts_google_pay,gender_neutral_restrooms,good_for,good_for_working,has_gluten_free_options,has_pool_table,liked_by_vegans,liked_by_vegetarians,offers_military_discount,waiter_service
Firehouse Subs,Firehouse Subs,Restaurant,9921 W Charleston Blvd 4,Las Vegas,Nevada,89117,12,21,22,95,95,A,A,LXt2Aycp2ILMWQmKsjl4Wg,South Summerlin,4,96,Null,Null,0,1,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,0,0,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0,Yes,Yes,Null,"Lunch, Dinner",Null,Null,Null,Yes,Null,Null,Null
Firehouse Subs,Firehouse Subs,Restaurant,9921 W Charleston Blvd 4,Las Vegas,Nevada,89117,12,21,22,95,95,A,A,4YxFjoS28WzggYyDxGkKBg,Westside,3.5,13,Null,Null,0,0,Null,Null,Null,Null,Null,1,0,Null,1,Null,Null,Null,Null,0,Null,1,1,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,1,1,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Pyaar India Restaurant,Pyaar India Restaurant,Restaurant,9350 W Sahara Ave 150,Las Vegas,Nevada,89117,14,28,43,95,90,A,A,VNOz_tOw_Hz3FAJeEHb_yg,Westside,3,20,Null,Null,1,0,Null,Null,Null,Yes,No,1,1,Null,No,Null,Null,Null,No,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tacos El Gordo,Tacos El Gordo (Charleston),Restaurant,1724 E Charleston Blvd,Las Vegas,Nevada,89104,76,111,178,95,86.42857143,A,B,CiYLq33nAyghFkUR15pP-Q,Downtown,4,1492,Null,Null,0,1,Null,Null,Null,1,0,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,3,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,0,No,No,Null,"Lunch, Dinner, Late Night",Null,Null,Null,Null,Null,Null,Null
Sam Woo BBQ Restaurant,Sam Woo BBQ Restaurant @ CHINATOWN PLAZA,Restaurant,4215 Spring Mountain Rd,Las Vegas,Nevada,89102,145,188,276,95,87.17391304,A,B,DVfCbJhJUDWRlUfrKzaKOA,Chinatown,2,532,Null,Null,0,1,0,1,Null,0,Null,0,1,Null,0,Null,0,Null,0,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,1,0,No,No,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
Paradise Boba Tea and Smoothie,Paradise Boba Tea and Smoothie,Restaurant,1910 Village Center Cir,Las Vegas,Nevada,89134,13,24,25,95,95,A,A,CTN5Z3fs3jFHfyma8XxzVg,Summerlin,3.5,21,Null,Null,Null,Null,Null,Null,Null,Yes,Null,1,1,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Yes,Null,1,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Lou's Diner,LOU'S DINER,Restaurant,431 S DECATUR,Las Vegas,Nevada,89107,53,49,135,95,92.5,A,A,EwxhzR-VghhMsRObXLMitw,Westside,4.5,276,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,1,Null,Null,1,3,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,1,1,1,Null,1,1,No,No,Null,"Breakfast, Brunch, Lunch",Null,Null,Null,Null,Null,Null,Null
Edible Arrangements,EDIBLE ARRANGEMENTS,Restaurant,8520 W DESERT INN Rd E4,Las Vegas,Nevada,89117,2,3,3,95,95,A,A,h-9Kk7uTIud4_wM4RaxwrA,Westside,2.5,19,Null,Null,No,Casual,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Yes,No,Null,Yes,Null,Null,Null,No,Null,Average,Null,No,Null,Null,1,Yes,2,No,Null,1,Null,Null,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Taqueria El Tizon Grill,Taqueria El Tizon Grill,Restaurant,3266 N Las Vegas Blvd,Las Vegas,Nevada,89115,61,3,114,95,91.875,A,A,UVqelOc_xJwy6lfnOhiCLQ,Sunrise,3.5,20,Null,Null,0,2,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,2,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0,Yes,Null,Null,Lunch,Null,Null,Null,Null,Null,Null,Null
Joe's Crab Shack,Joe's Crab Shack,Restaurant,1991 N Rainbow Blvd,Las Vegas,Nevada,89108,27,41,57,95,95,A,A,YUE5S4ReiM4dq9qkKbDMwg,Null,3.5,199,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,3,Null,Null,1,Null,1,Null,1,0,Null,0,1,2,1,1,1,Null,Null,0,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Black Bear Diner,Black Bear Diner,Restaurant,6180 W Tropicana Ave,Las Vegas,Nevada,89103,39,120,92,95,84.58333333,A,B,PQER4ba8Q0zqB1G2QiXamQ,Null,4,1031,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,3,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,1,0,No,No,Null,"Breakfast, Brunch, Lunch",Null,Yes,Null,Null,Yes,Null,Null
New York Chinese Restaurant,New York Chinese Restaurant - Ft Apache,Restaurant,3545 S Fort Apache Rd,Las Vegas,Nevada,89147,115,160,243,95,89.5,A,B,dblGQtHAzNy1ACis1m2shw,Spring Valley,3.5,155,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,1,1,1,0,0,1,Null,1,0,Null,Null,Null,Lunch,Null,Null,Null,Null,Yes,Null,No
Top This Pizza,Top This Pizza,Restaurant,1105 E Tropicana Ave,Las Vegas,Nevada,89119,40,72,89,95,91.25,A,A,Ijdoi6pDMK3Burw3TtAOZg,University,2.5,35,Null,Null,0,0,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,0,0,1,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tony's Mexican Food,Tony's Mexican Food - Meadows Mall,Restaurant,4300 Meadows Ln 504,Las Vegas,Nevada,89107,12,0,18,95,95,A,A,eU_XJ4uNAlRoH4tNfWtz9g,Westside,4,5,Null,Null,0,Null,Null,Null,"Thu, Fri, Sat",Yes,Null,1,0,Null,Null,No,Null,Null,Null,Null,Yes,1,0,Null,Yes,Yes,Null,Average,Null,0,0,Null,Null,1,2,0,Null,1,Yes,Null,Free,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Market Grille Cafe,Market Grille Cafe,Restaurant,7175 W Lake Mead Blvd,Las Vegas,Nevada,89128,33,102,79,95,94.23076923,A,A,ZgWjkMSzIV9fAuJJQXSUvA,Null,4,428,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,3,Null,Null,1,Null,1,Null,1,0,Null,0,1,2,0,0,1,Null,1,0,No,Yes,Null,"Lunch, Dinner, Dessert",Null,Yes,Null,Yes,Yes,Null,Null
Pho Saigon 8,Pho Saigon 8,Restaurant,9055 S Eastern Ave 1-C,Las Vegas,Nevada,89123,121,116,311,95,88.80952381,A,B,YavRvjbLsvh4DYDJPAfJIA,Southeast,3.5,461,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,1,1,1,Null,1,0,No,No,Null,"Lunch, Dinner",Null,Null,Null,Null,Yes,Null,Yes
Stadium Saloon,Stadium Saloon,Bar / Tavern,6016 Boulder Hwy,Las Vegas,Nevada,89122,49,75,93,95,93.33333333,A,A,wdLDTuAxZy2GY5NaQQ6GHQ,Southeast,2.5,5,Null,Null,2,0,Null,Null,3,1,Null,1,0,Null,Yes,0,Null,Null,Null,Null,1,Yes,Null,Null,1,1,0,1,Null,0,Casual,Null,No,1,1,0,Null,Yes,1,Null,1,Yes,Yes,Null,Null,Null,Null,Yes,Null,Null,Null,Null
Sushi Yamaguchi,Sushi Yamaguchi,Restaurant,5900 W Charleston Blvd,Las Vegas,Nevada,89146,80,55,173,95,87.72727273,A,B,NkuLKJJE_KxcxKs8Kj8thQ,Westside,4,36,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,Yes,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,0,0,0,0,Null,0,1,2,1,1,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Happy's Pizza,Happy's Pizza,Restaurant,6110 W Flamingo,Las Vegas,Nevada,89103,58,72,121,95,85,A,B,EkOqxlglUpw9YUdnTbbJKg,Null,3,31,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,1,0,Null,1,1,2,0,0,1,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Due Forni,DUE FORNI,Restaurant,3555 S Town Center Dr,Las Vegas,Nevada,89135,21,26,35,95,95,A,A,bPcqucuuClxYrIM8xWoArg,South Summerlin,4,461,Null,Null,2,1,Null,Null,3,1,Null,1,1,Null,1,0,Null,Null,1,Null,0,1,2,Null,0,1,1,1,Null,1,0,Null,0,1,2,1,1,1,0,1,1,No,Null,Yes,"Lunch, Dinner",Null,Null,No,Null,Null,Null,Null
Beau Monde Bakery,BEAU MONDE BAKERY,Bakery Sales,2380 N BUFFALO Dr 110,Las Vegas,Nevada,89128,9,0,7,95,95,A,A,_OTl6V2oUfMMmoDWD2nXVg,Summerlin,4,84,Null,Null,No,Casual,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,No,Null,Quiet,Null,No,Null,Null,0,No,2,No,Null,1,Null,Null,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Dunkin' Donuts,DUNKIN DONUTS,Restaurant,6795 W Tropicana Ave,Las Vegas,Nevada,89103,32,84,63,95,94,A,A,_axD8DiO1to9Am8xJjtKHw,Spring Valley,3.5,70,Null,Null,No,Null,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,No,Null,Average,Null,1,Casual,Null,No,Yes,1,No,Null,1,Null,Null,1,Yes,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null
Town Center Lounge,Town Center Lounge & Restaurant,Bar / Tavern,6050 Sky Pointe Dr,Las Vegas,Nevada,89130,43,117,90,95,93.46153846,A,A,jkhEPQovg6JKPzUr43MC_g,Centennial,3,16,Null,Null,2,0,Null,Null,1,1,Null,1,1,Null,Yes,0,Null,Null,0,Null,0,Yes,Null,Null,1,1,0,1,Null,0,Casual,Null,No,1,2,No,Null,Yes,1,1,No,No,Null,Null,Null,Null,Null,No,Null,Null,Null,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117,74,36,174,95,90.26315789,A,A,eqRYda9F_4ziinRW-N6ixw,Westside,2.5,48,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,1,Null,1,3,Null,Null,0,Null,0,Null,0,0,Null,0,0,1,0,0,1,Null,Null,0,No,Null,Null,"Breakfast, Lunch, Late Night",Null,Null,Null,Null,Null,Null,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117,74,36,174,95,90.26315789,A,A,RhV7sraRUB3km-gF-tmDow,Westside,3,61,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,4,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,Null,0,No,No,Null,"Breakfast, Lunch, Dinner, Late Night",Null,Null,Null,Null,Null,Null,No
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117,74,36,174,95,90.26315789,A,A,D74O-i-iEWo-e5BpwFMcUA,South Summerlin,3,74,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,No,Null,Null,1,5,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0,No,Null,Null,"Breakfast, Brunch, Lunch, Dinner, Late Night",Null,Null,Null,Yes,Yes,Null,No
Outback Steakhouse,Outback Steakhouse 3214,Restaurant,8671 W Sahara Ave,Las Vegas,Nevada,89117,25,84,51,95,94,A,A,gqcJHVFCPeBRGnDf8bFzMw,The Lakes,3.5,204,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,3,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,Null,1,Yes,No,Null,"Lunch, Dinner, Dessert",Null,Yes,Null,Null,Yes,Null,Yes
Ichiza,ICHIZA,Restaurant,4355 Spring Mountain Rd 205,Las Vegas,Nevada,89102,261,0,579,95,84.70588235,A,B,j5nPiTwWEFr-VsePew7Sjg,Chinatown,4,1410,Null,Null,2,1,0,1,Null,1,Null,1,1,Null,0,Null,0,Null,0,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,1,0,1,2,1,1,1,Null,1,0,No,No,Null,"Dinner, Late Night",Null,Null,Null,Null,Yes,Null,Null
Church's Chicken,Church's Chicken,Restaurant,868 N Nellis Blvd,Las Vegas,Nevada,89110,44,96,90,95,83.33333333,A,B,Wo_ZL7I3hS-eW6pJWg1V8A,Sunrise,2,13,Null,Null,0,0,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Yogurtland,Yogurtland,Restaurant,9516 W Flamingo Rd,Las Vegas,Nevada,89147,21,8,40,95,94.16666667,A,A,1Vn_lex3LGGwuTo-xeJnww,Spring Valley,4,128,Null,Null,Full Bar,Null,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Yes,Yes,Null,Average,Null,No,Null,Null,Null,Yes,1,No,Null,1,Null,1,1,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null
Makino,Makino @ PREMIUM OUTLET,Restaurant,755 S Grand Central Pkwy,Las Vegas,Nevada,89106,44,45,134,95,89.44444444,A,B,FCP5hYaTtn6dkpmZ_NTvEw,Downtown,3.5,209,Null,Null,1,1,0,1,Null,1,Null,1,1,Null,0,Null,0,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tortilleria San Diego,Tortilleria San Diego,Restaurant,235 N Eastern Ave 117,Las Vegas,Nevada,89101,56,3,152,95,90.33333333,A,A,crGdKSRKi25R2vorZ7skzg,Downtown,4.5,3,Null,Null,Null,0,Null,Null,Null,No,Null,Yes,Private Lot,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,0,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Four Mile Bar,Four Mile Bar,Bar / Tavern,3650 Boulder Hwy,Las Vegas,Nevada,89121,28,30,56,95,94,A,A,_WfdPyh065bo59USqPi9xQ,Eastside,4,13,Null,Null,2,0,Null,Null,2,1,Null,0,0,Null,Yes,0,Null,Null,Null,Null,1,Null,Null,Null,1,1,0,1,Null,0,Null,Null,Null,1,1,0,Null,Yes,Null,Null,1,No,No,Null,Null,Null,Null,No,Null,Null,Null,Null
Tacos El Burrito Loco,TACOS EL BURRITO LOCO,Restaurant,2401 S VALLEY VIEW,Las Vegas,Nevada,89102,99,60,196,95,86.17647059,A,B,dYZqJ2S1ND9KghLIKJg71g,Westside,3.5,25,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,No,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,Null,0,No,Null,Null,"Breakfast, Lunch",Null,Null,Null,Null,Null,Null,Null
Teddy's Bakery,Teddy's Bakery,Restaurant,5025 S Fort Apache Rd 105,Las Vegas,Nevada,89148,25,72,53,95,93.75,A,A,QOlGFm6M_33fzGgQ5I-Kgg,Spring Valley,2.5,20,Null,Null,Null,Null,Null,Null,Null,0,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,1,Null,Null,Null,Null,1,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Donut Hut,Donut Hut,Restaurant,3242 E Desert Inn Rd,Las Vegas,Nevada,89121,35,48,66,95,88,A,B,HsrEbWCg8K06pUhx469uSw,Eastside,4.5,132,Null,Null,0,Null,Null,Null,Null,1,Null,0,1,0,1,Null,Null,Null,Null,Null,Null,Yes,0,Null,Null,Yes,Null,Quiet,Null,No,Casual,Null,No,Yes,1,No,Null,1,Null,1,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null
IHOP,International House of Pancakes #1619,Restaurant,5170 S Fort Apache Rd,Las Vegas,Nevada,89148,37,99,80,95,80.38461538,A,B,6HdzmAatFoB8UDep4n9QIw,Spring Valley,3,98,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,0,Null,1,5,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,Null,1,No,No,Null,"Breakfast, Brunch, Lunch, Dinner, Late Night",Null,Null,Null,Null,Null,Null,Null
Juices Wild,Juices Wild,Restaurant,7500 W Lake Mead Blvd,Las Vegas,Nevada,89128,22,48,59,95,90,A,A,bcpCJ7q9_HXO53eaeuIZrw,Null,4.5,3,Null,Null,No,Casual,Null,Null,Null,Yes,No,1,0,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,No,Null,Average,Null,Yes,Null,Null,Yes,Yes,1,No,Null,Yes,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Annie's Kitchen,Annie's Kitchen,Restaurant,1212 D St,Las Vegas,Nevada,89106,22,56,44,95,95,A,A,Rhz38lsptoxX9IWS641LFA,Null,4,21,Null,Null,0,0,Null,Null,Null,0,Null,0,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,0,Null,0,0,Null,0,1,1,0,0,1,Null,Yes,0,No,Null,Null,Lunch,Null,Null,Null,Null,Null,Null,No
CHINA ONE,CHINA ONE,Restaurant,7380 S RAINBOW Blvd 102,Las Vegas,Nevada,89139,2,8,8,95,95,A,A,Yo8NIJEtc8UEbPd38L35ow,Southwest,4.5,16,Null,Null,Full Bar,0,Null,Null,"Fri, Sat, Sun",Yes,Null,1,"Valet, Street, Private Lot",Null,Null,Null,Null,Null,Null,Null,Yes,1,0,Null,Null,Yes,Null,Loud,Null,Yes,Null,Null,1,1,1,1,Null,1,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null
Coffee Pub,Coffee Pub,Restaurant,2800 W Sahara Ave 2A,Las Vegas,Nevada,89102,102,66,235,95,90.45454545,A,A,0XEqyl_lVaJNHRKxNcjJZg,Westside,4.5,493,Null,Null,0,1,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,0,Null,Null,1,3,Null,Null,0,Null,1,Null,1,0,Null,1,1,1,0,1,1,Null,1,1,No,No,Null,"Breakfast, Brunch, Lunch",Yes,Null,Null,Yes,Yes,Null,Null
Cafe Chloe,Cafe Chloe,Restaurant,4155 S Buffalo Dr,Las Vegas,Nevada,89147,63,78,133,95,91.92307692,A,A,Ql_J2DSIE8QYp5rXf3721A,Spring Valley,4,40,Null,Null,1,1,Null,Null,Null,1,No,1,1,Null,1,No,Null,Null,No,Null,Null,1,1,Null,Yes,0,Null,1,Null,0,0,Null,0,1,3,1,1,1,Yes,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Larry Flynt's Hustler Club,LARRY FLYNT'S HUSTLER CLUB,Bar / Tavern,6007 DEAN  MARTIN Dr,Las Vegas,Nevada,89118,25,17,53,95,93.18181818,A,A,QqE0ECLim5hA-sV-kJiIIA,Null,3,227,Null,Null,2,0,Null,Null,3,1,Null,1,3,Null,Yes,1,Null,Null,Null,Null,1,Yes,Null,Null,1,1,1,2,Null,1,Casual,Null,No,1,2,Yes,Null,Yes,1,1,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null
Harold's Chicken & Fish,Harold's Chicken & Fish,Restaurant,4950 S Rainbow Blvd,Las Vegas,Nevada,89118,9,24,27,95,95,A,A,awAxthsSo0Y8KBQXJhNxvQ,Spring Valley,3,29,Null,Null,0,0,Null,Null,"Fri, Sat, Sun",Yes,Null,1,1,Null,0,Null,Null,Null,No,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,0,0,1,0,0,1,Yes,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Aloha Hawaiian BBQ,Aloha Hawaiian BBQ,Restaurant,6475 S Pecos Rd A,Las Vegas,Nevada,89120,67,129,136,95,91.66666667,A,A,Jl6_g-pZD5aQGg2y87myeQ,Southeast,3.5,99,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,1,0,No,Null,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
Crowbar,Crowbar,Bar / Tavern,6851 W Flamingo Rd,Las Vegas,Nevada,89103,41,74,85,95,92.5,A,A,HW7zxZhaq01rqphUvae7cA,Null,4.5,11,Null,Null,2,2,Null,Null,Null,0,0,1,0,Null,Null,0,Null,Null,0,Null,0,Yes,Null,Null,1,1,0,1,Null,0,Null,Null,Yes,1,1,0,Null,Yes,1,1,1,No,Null,Null,Null,Null,Null,No,Null,Null,Null,Null
Las Americas,Las Americas,Restaurant,2319 S Eastern Ave,Las Vegas,Nevada,89104,147,238,354,89.54545455,85.90909091,B,B,4VXIS8vpNzEysXZVN5xGDA,Downtown,4,55,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Jake's Bar,Jakes Bar & Restaurant,Bar / Tavern,2301 S Eastern Ave,Las Vegas,Nevada,89104,31,62,57,95,94.09090909,A,A,JpPlBOJg9fb4Ib_iQnnURw,Downtown,4,25,Null,Null,2,1,Null,Null,3,1,Null,1,1,Null,Null,0,Null,Null,0,Null,0,No,Null,Null,1,1,1,1,Null,0,Casual,Null,No,1,1,0,Null,Yes,1,1,1,No,No,Null,Null,Null,Null,Yes,Null,Null,Null,Null
Odyssey Pizza,Odyssey Pizza,Restaurant,1930 Fremont St,Las Vegas,Nevada,89101,50,12,141,95,91.66666667,A,A,9J-Vg2-uqjreSRtITaDlMg,Downtown,4.5,27,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,Null,0,Null,Null,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
McDonald's,Walmart,Restaurant,201 N Nellis Blvd,Las Vegas,Nevada,89110,34,18,128,95,86.11111111,A,B,oJujreJoOoskuA09JJ39FQ,Sunrise,2,12,Null,Null,No,0,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Yes,Null,Quiet,Null,0,0,Null,1,1,2,0,0,1,Null,Null,Free,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
McDonald's,Walmart,Restaurant,201 N Nellis Blvd,Las Vegas,Nevada,89110,34,18,128,95,86.11111111,A,B,eJECvXFIUnfcDE6PzKS2Yw,Null,1.5,21,Null,Null,0,0,Null,Null,Null,1,Null,1,Null,Null,Yes,Null,Null,Null,Null,1,Null,1,1,Null,Null,0,Null,2,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1,Yes,Null,Null,Breakfast,Null,Null,Null,Null,Null,Null,Null
Che Inka Chicken,Che Inka Chicken,Restaurant,845 S Rainbow Blvd,Las Vegas,Nevada,89145,29,60,92,95,86.66666667,A,B,Qc-bULSBAyVh_qaKRWkF9A,Westside,3.5,21,Null,Null,0,1,Null,Null,Null,Yes,Null,1,0,Null,No,Null,Null,Null,Null,Null,Null,0,0,Null,Null,1,Null,3,Null,0,0,Null,0,1,2,0,1,1,Null,Yes,Free,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Tverskaya Russian Restaurant,Tverskaya Russian Restaurant,Restaurant,4825 W Flamingo Rd 10,Las Vegas,Nevada,89103,17,18,50,95,90,A,A,O9J0XoJR16wWbSZpXs9Uwg,Null,4,55,Null,Null,2,2,Null,Null,Null,Yes,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Yes,1,Null,0,Null,0,0,Null,0,1,2,0,1,0,Null,0,1,No,Null,Null,"Lunch, Dinner, Dessert",Null,Null,Null,Null,Null,Null,Null
Coconut Bistro,Coconut Bistro,Restaurant,3025 E Desert Inn Rd,Las Vegas,Nevada,89121,3,7,7,95,95,A,A,uwTzA758DKewtUJMe-C1fA,Eastside,4,4,Null,Null,0,0,Null,Null,Null,Yes,Null,1,1,Null,No,Null,Null,Null,No,Null,Null,1,0,Null,Null,1,Null,0,Null,0,0,Null,1,1,1,1,1,1,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Star Mexican Grill,Star Mexican Grill,Restaurant,10140 W Tropicana Ave,Las Vegas,Nevada,89147,6,30,15,95,95,A,A,YIbsxjyP2jNzoH9RlxaSYA,Spring Valley,3.5,8,Null,Null,0,0,Null,Null,Null,No,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,0,Null,1,0,Null,1,1,1,0,0,1,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
